"ColorName","NumOfColors","Type","ColorNum","ColorLetter","R","G","B"
"PuOr","5","div","1","C","230","97","1"
"PuOr","5","div","2","F","253","184","99"
"PuOr","5","div","3","H","247","247","247"
"PuOr","5","div","4","J","178","171","210"
"PuOr","5","div","5","M","94","60","153"
"PuOr","6","div","1","B","179","88","6"
"PuOr","6","div","2","E","241","163","64"
"PuOr","6","div","3","G","254","224","182"
"PuOr","6","div","4","I","216","218","235"
"PuOr","6","div","5","K","153","142","195"
"PuOr","6","div","6","N","84","39","136"
"PuOr","7","div","1","B","179","88","6"
"PuOr","7","div","2","E","241","163","64"
"PuOr","7","div","3","G","254","224","182"
"PuOr","7","div","4","H","247","247","247"
"PuOr","7","div","5","I","216","218","235"
"PuOr","7","div","6","K","153","142","195"
"PuOr","7","div","7","N","84","39","136"
"PuOr","8","div","1","B","179","88","6"
"PuOr","8","div","2","D","224","130","20"
"PuOr","8","div","3","F","253","184","99"
"PuOr","8","div","4","G","254","224","182"
"PuOr","8","div","5","I","216","218","235"
"PuOr","8","div","6","J","178","171","210"
"PuOr","8","div","7","L","128","115","172"
"PuOr","8","div","8","N","84","39","136"
"PuOr","9","div","1","B","179","88","6"
"PuOr","9","div","2","D","224","130","20"
"PuOr","9","div","3","F","253","184","99"
"PuOr","9","div","4","G","254","224","182"
"PuOr","9","div","5","H","247","247","247"
"PuOr","9","div","6","I","216","218","235"
"PuOr","9","div","7","J","178","171","210"
"PuOr","9","div","8","L","128","115","172"
"PuOr","9","div","9","N","84","39","136"
"PuOr","10","div","1","A","127","59","8"
"PuOr","10","div","2","B","179","88","6"
"PuOr","10","div","3","D","224","130","20"
"PuOr","10","div","4","F","253","184","99"
"PuOr","10","div","5","G","254","224","182"
"PuOr","10","div","6","I","216","218","235"
"PuOr","10","div","7","J","178","171","210"
"PuOr","10","div","8","L","128","115","172"
"PuOr","10","div","9","N","84","39","136"
"PuOr","10","div","10","O","45","0","75"
"PuOr","11","div","1","A","127","59","8"
"PuOr","11","div","2","B","179","88","6"
"PuOr","11","div","3","D","224","130","20"
"PuOr","11","div","4","F","253","184","99"
"PuOr","11","div","5","G","254","224","182"
"PuOr","11","div","6","H","247","247","247"
"PuOr","11","div","7","I","216","218","235"
"PuOr","11","div","8","J","178","171","210"
"PuOr","11","div","9","L","128","115","172"
"PuOr","11","div","10","N","84","39","136"
"PuOr","11","div","11","O","45","0","75"
"PuRd","3","seq","1","C","231","225","239"
"PuRd","3","seq","2","F","201","148","199"
"PuRd","3","seq","3","I","221","28","119"
"PuRd","4","seq","1","B","241","238","246"
"PuRd","4","seq","2","E","215","181","216"
"PuRd","4","seq","3","G","223","101","176"
"PuRd","4","seq","4","J","206","18","86"
"PuRd","5","seq","1","B","241","238","246"
"PuRd","5","seq","2","E","215","181","216"
"PuRd","5","seq","3","G","223","101","176"
"PuRd","5","seq","4","I","221","28","119"
"PuRd","5","seq","5","K","152","0","67"
"PuRd","6","seq","1","B","241","238","246"
"PuRd","6","seq","2","D","212","185","218"
"PuRd","6","seq","3","F","201","148","199"
"PuRd","6","seq","4","G","223","101","176"
"PuRd","6","seq","5","I","221","28","119"
"PuRd","6","seq","6","K","152","0","67"
"PuRd","7","seq","1","B","241","238","246"
"PuRd","7","seq","2","D","212","185","218"
"PuRd","7","seq","3","F","201","148","199"
"PuRd","7","seq","4","G","223","101","176"
"PuRd","7","seq","5","H","231","41","138"
"PuRd","7","seq","6","J","206","18","86"
"PuRd","7","seq","7","L","145","0","63"
"PuRd","8","seq","1","A","247","244","249"
"PuRd","8","seq","2","C","231","225","239"
"PuRd","8","seq","3","D","212","185","218"
"PuRd","8","seq","4","F","201","148","199"
"PuRd","8","seq","5","G","223","101","176"
"PuRd","8","seq","6","H","231","41","138"
"PuRd","8","seq","7","J","206","18","86"
"PuRd","8","seq","8","L","145","0","63"
"PuRd","9","seq","1","A","247","244","249"
"PuRd","9","seq","2","C","231","225","239"
"PuRd","9","seq","3","D","212","185","218"
"PuRd","9","seq","4","F","201","148","199"
"PuRd","9","seq","5","G","223","101","176"
"PuRd","9","seq","6","H","231","41","138"
"PuRd","9","seq","7","J","206","18","86"
"PuRd","9","seq","8","K","152","0","67"
"PuRd","9","seq","9","M","103","0","31"
"PuRd","10","seq","1","A","247","244","249"
"PuRd","10","seq","2","C","231","225","239"
"PuRd","10","seq","3","D","212","185","218"
"PuRd","10","seq","4","F","201","148","199"
"PuRd","10","seq","5","G","223","101","176"
"PuRd","10","seq","6","H","231","41","138"
"PuRd","10","seq","7","J","206","18","86"
"PuRd","10","seq","8","K","152","0","67"
"PuRd","10","seq","9","M","103","0","31"
"PuRd","10","seq","10","O","66","0","19"
"Purples","3","seq","1","C","239","237","245"
"Purples","3","seq","2","F","188","189","220"
"Purples","3","seq","3","I","117","107","177"
"Purples","4","seq","1","B","242","240","247"
"Purples","4","seq","2","E","203","201","226"
"Purples","4","seq","3","G","158","154","200"
"Purples","4","seq","4","J","106","81","163"
"Purples","5","seq","1","B","242","240","247"
"Purples","5","seq","2","E","203","201","226"
"Purples","5","seq","3","G","158","154","200"
"Purples","5","seq","4","I","117","107","177"
"Purples","5","seq","5","K","84","39","143"
"Purples","6","seq","1","B","242","240","247"
"Purples","6","seq","2","D","218","218","235"
"Purples","6","seq","3","F","188","189","220"
"Purples","6","seq","4","G","158","154","200"
"Purples","6","seq","5","I","117","107","177"
"Purples","6","seq","6","K","84","39","143"
"Purples","7","seq","1","B","242","240","247"
"Purples","7","seq","2","D","218","218","235"
"Purples","7","seq","3","F","188","189","220"
"Purples","7","seq","4","G","158","154","200"
"Purples","7","seq","5","H","128","125","186"
"Purples","7","seq","6","J","106","81","163"
"Purples","7","seq","7","L","74","20","134"
"Purples","8","seq","1","A","252","251","253"
"Purples","8","seq","2","C","239","237","245"
"Purples","8","seq","3","D","218","218","235"
"Purples","8","seq","4","F","188","189","220"
"Purples","8","seq","5","G","158","154","200"
"Purples","8","seq","6","H","128","125","186"
"Purples","8","seq","7","J","106","81","163"
"Purples","8","seq","8","L","74","20","134"
"Purples","9","seq","1","A","252","251","253"
"Purples","9","seq","2","C","239","237","245"
"Purples","9","seq","3","D","218","218","235"
"Purples","9","seq","4","F","188","189","220"
"Purples","9","seq","5","G","158","154","200"
"Purples","9","seq","6","H","128","125","186"
"Purples","9","seq","7","J","106","81","163"
"Purples","9","seq","8","K","84","39","143"
"Purples","9","seq","9","M","63","0","125"
"Purples","10","seq","1","A","252","251","253"
"Purples","10","seq","2","C","239","237","245"
"Purples","10","seq","3","D","218","218","235"
"Purples","10","seq","4","F","188","189","220"
"Purples","10","seq","5","G","158","154","200"
"Purples","10","seq","6","H","128","125","186"
"Purples","10","seq","7","J","106","81","163"
"Purples","10","seq","8","K","84","39","143"
"Purples","10","seq","9","M","63","0","125"
"Purples","10","seq","10","O","40","0","80"
"RdBu","3","div","1","E","239","138","98"
"RdBu","3","div","2","H","247","247","247"
"RdBu","3","div","3","K","103","169","207"
"RdBu","4","div","1","C","202","0","32"
"RdBu","4","div","2","F","244","165","130"
"RdBu","4","div","3","J","146","197","222"
"RdBu","4","div","4","M","5","113","176"
"RdBu","5","div","1","C","202","0","32"
"RdBu","5","div","2","F","244","165","130"
"RdBu","5","div","3","H","247","247","247"
"RdBu","5","div","4","J","146","197","222"
"RdBu","5","div","5","M","5","113","176"
"RdBu","6","div","1","B","178","24","43"
"RdBu","6","div","2","E","239","138","98"
"RdBu","6","div","3","G","253","219","199"
"RdBu","6","div","4","I","209","229","240"
"RdBu","6","div","5","K","103","169","207"
"RdBu","6","div","6","N","33","102","172"
"RdBu","7","div","1","B","178","24","43"
"RdBu","7","div","2","E","239","138","98"
"RdBu","7","div","3","G","253","219","199"
"RdBu","7","div","4","H","247","247","247"
"RdBu","7","div","5","I","209","229","240"
"RdBu","7","div","6","K","103","169","207"
"RdBu","7","div","7","N","33","102","172"
"RdBu","8","div","1","B","178","24","43"
"RdBu","8","div","2","D","214","96","77"
"RdBu","8","div","3","F","244","165","130"
"RdBu","8","div","4","G","253","219","199"
"RdBu","8","div","5","I","209","229","240"
"RdBu","8","div","6","J","146","197","222"
"RdBu","8","div","7","L","67","147","195"
"RdBu","8","div","8","N","33","102","172"
"RdBu","9","div","1","B","178","24","43"
"RdBu","9","div","2","D","214","96","77"
"RdBu","9","div","3","F","244","165","130"
"RdBu","9","div","4","G","253","219","199"
"RdBu","9","div","5","H","247","247","247"
"RdBu","9","div","6","I","209","229","240"
"RdBu","9","div","7","J","146","197","222"
"RdBu","9","div","8","L","67","147","195"
"RdBu","9","div","9","N","33","102","172"
"RdBu","10","div","1","A","103","0","31"
"RdBu","10","div","2","B","178","24","43"
"RdBu","10","div","3","D","214","96","77"
"RdBu","10","div","4","F","244","165","130"
"RdBu","10","div","5","G","253","219","199"
"RdBu","10","div","6","I","209","229","240"
"RdBu","10","div","7","J","146","197","222"
"RdBu","10","div","8","L","67","147","195"
"RdBu","10","div","9","N","33","102","172"
"RdBu","10","div","10","O","5","48","97"
"RdBu","11","div","1","A","103","0","31"
"RdBu","11","div","2","B","178","24","43"
"RdBu","11","div","3","D","214","96","77"
"RdBu","11","div","4","F","244","165","130"
"RdBu","11","div","5","G","253","219","199"
"RdBu","11","div","6","H","247","247","247"
"RdBu","11","div","7","I","209","229","240"
"RdBu","11","div","8","J","146","197","222"
"RdBu","11","div","9","L","67","147","195"
"RdBu","11","div","10","N","33","102","172"
"RdBu","11","div","11","O","5","48","97"
"RdGy","3","div","1","E","239","138","98"
"RdGy","3","div","2","H","255","255","255"
"RdGy","3","div","3","K","153","153","153"
"RdGy","4","div","1","C","202","0","32"
"RdGy","4","div","2","F","244","165","130"
"RdGy","4","div","3","J","186","186","186"
"RdGy","4","div","4","M","64","64","64"
"RdGy","5","div","1","C","202","0","32"
"RdGy","5","div","2","F","244","165","130"
"RdGy","5","div","3","H","255","255","255"
"RdGy","5","div","4","J","186","186","186"
"RdGy","5","div","5","M","64","64","64"
"RdGy","6","div","1","B","178","24","43"
"RdGy","6","div","2","E","239","138","98"
"RdGy","6","div","3","G","253","219","199"
"RdGy","6","div","4","I","224","224","224"
"RdGy","6","div","5","K","153","153","153"
"RdGy","6","div","6","N","77","77","77"
"RdGy","7","div","1","B","178","24","43"
"RdGy","7","div","2","E","239","138","98"
"RdGy","7","div","3","G","253","219","199"
"RdGy","7","div","4","H","255","255","255"
"RdGy","7","div","5","I","224","224","224"
"RdGy","7","div","6","K","153","153","153"
"RdGy","7","div","7","N","77","77","77"
"RdGy","8","div","1","B","178","24","43"
"RdGy","8","div","2","D","214","96","77"
"RdGy","8","div","3","F","244","165","130"
"RdGy","8","div","4","G","253","219","199"
"RdGy","8","div","5","I","224","224","224"
"RdGy","8","div","6","J","186","186","186"
"RdGy","8","div","7","L","135","135","135"
"RdGy","8","div","8","N","77","77","77"
"RdGy","9","div","1","B","178","24","43"
"RdGy","9","div","2","D","214","96","77"
"RdGy","9","div","3","F","244","165","130"
"RdGy","9","div","4","G","253","219","199"
"RdGy","9","div","5","H","255","255","255"
"RdGy","9","div","6","I","224","224","224"
"RdGy","9","div","7","J","186","186","186"
"RdGy","9","div","8","L","135","135","135"
"RdGy","9","div","9","N","77","77","77"
"RdGy","10","div","1","A","103","0","31"
"RdGy","10","div","2","B","178","24","43"
"RdGy","10","div","3","D","214","96","77"
"RdGy","10","div","4","F","244","165","130"
"RdGy","10","div","5","G","253","219","199"
"RdGy","10","div","6","I","224","224","224"
"RdGy","10","div","7","J","186","186","186"
"RdGy","10","div","8","L","135","135","135"
"RdGy","10","div","9","N","77","77","77"
"RdGy","10","div","10","O","26","26","26"
"RdGy","11","div","1","A","103","0","31"
"RdGy","11","div","2","B","178","24","43"
"RdGy","11","div","3","D","214","96","77"
"RdGy","11","div","4","F","244","165","130"
"RdGy","11","div","5","G","253","219","199"
"RdGy","11","div","6","H","255","255","255"
"RdGy","11","div","7","I","224","224","224"
"RdGy","11","div","8","J","186","186","186"
"RdGy","11","div","9","L","135","135","135"
"RdGy","11","div","10","N","77","77","77"
"RdGy","11","div","11","O","26","26","26"
"RdPu","3","seq","1","C","253","224","221"
"RdPu","3","seq","2","F","250","159","181"
"RdPu","3","seq","3","I","197","27","138"
"RdPu","4","seq","1","B","254","235","226"
"RdPu","4","seq","2","E","251","180","185"
"RdPu","4","seq","3","G","247","104","161"
"RdPu","4","seq","4","J","174","1","126"
"RdPu","5","seq","1","B","254","235","226"
"RdPu","5","seq","2","E","251","180","185"
"RdPu","5","seq","3","G","247","104","161"
"RdPu","5","seq","4","I","197","27","138"
"RdPu","5","seq","5","K","122","1","119"
"RdPu","6","seq","1","B","254","235","226"
"RdPu","6","seq","2","D","252","197","192"
"RdPu","6","seq","3","F","250","159","181"
"RdPu","6","seq","4","G","247","104","161"
"RdPu","6","seq","5","I","197","27","138"
"RdPu","6","seq","6","K","122","1","119"
"RdPu","7","seq","1","B","254","235","226"
"RdPu","7","seq","2","D","252","197","192"
"RdPu","7","seq","3","F","250","159","181"
"RdPu","7","seq","4","G","247","104","161"
"RdPu","7","seq","5","H","221","52","151"
"RdPu","7","seq","6","J","174","1","126"
"RdPu","7","seq","7","L","122","1","119"
"RdPu","8","seq","1","A","255","247","243"
"RdPu","8","seq","2","C","253","224","221"
"RdPu","8","seq","3","D","252","197","192"
"RdPu","8","seq","4","F","250","159","181"
"RdPu","8","seq","5","G","247","104","161"
"RdPu","8","seq","6","H","221","52","151"
"RdPu","8","seq","7","J","174","1","126"
"RdPu","8","seq","8","L","122","1","119"
"RdPu","9","seq","1","A","255","247","243"
"RdPu","9","seq","2","C","253","224","221"
"RdPu","9","seq","3","D","252","197","192"
"RdPu","9","seq","4","F","250","159","181"
"RdPu","9","seq","5","G","247","104","161"
"RdPu","9","seq","6","H","221","52","151"
"RdPu","9","seq","7","J","174","1","126"
"RdPu","9","seq","8","K","122","1","119"
"RdPu","9","seq","9","M","73","0","106"
"RdPu","10","seq","1","A","255","247","243"
"RdPu","10","seq","2","C","253","224","221"
"RdPu","10","seq","3","D","252","197","192"
"RdPu","10","seq","4","F","250","159","181"
"RdPu","10","seq","5","G","247","104","161"
"RdPu","10","seq","6","H","221","52","151"
"RdPu","10","seq","7","J","174","1","126"
"RdPu","10","seq","8","K","122","1","119"
"RdPu","10","seq","9","M","73","0","106"
"RdPu","10","seq","10","O","46","0","68"
"RdYlBu","3","div","1","E","252","141","89"
"RdYlBu","3","div","2","H","255","255","191"
"RdYlBu","3","div","3","K","145","191","219"
"RdYlBu","4","div","1","C","215","25","28"
"RdYlBu","4","div","2","F","253","174","97"
"RdYlBu","4","div","3","J","171","217","233"
"RdYlBu","4","div","4","M","44","123","182"
"RdYlBu","5","div","1","C","215","25","28"
"RdYlBu","5","div","2","F","253","174","97"
"RdYlBu","5","div","3","H","255","255","191"
"RdYlBu","5","div","4","J","171","217","233"
"RdYlBu","5","div","5","M","44","123","182"
"RdYlBu","6","div","1","B","215","48","39"
"RdYlBu","6","div","2","E","252","141","89"
"RdYlBu","6","div","3","G","254","224","144"
"RdYlBu","6","div","4","I","224","243","248"
"RdYlBu","6","div","5","K","145","191","219"
"RdYlBu","6","div","6","N","69","117","180"
"RdYlBu","7","div","1","B","215","48","39"
"RdYlBu","7","div","2","E","252","141","89"
"RdYlBu","7","div","3","G","254","224","144"
"RdYlBu","7","div","4","H","255","255","191"
"RdYlBu","7","div","5","I","224","243","248"
"RdYlBu","7","div","6","K","145","191","219"
"RdYlBu","7","div","7","N","69","117","180"
"RdYlBu","8","div","1","B","215","48","39"
"RdYlBu","8","div","2","D","244","109","67"
"RdYlBu","8","div","3","F","253","174","97"
"RdYlBu","8","div","4","G","254","224","144"
"RdYlBu","8","div","5","I","224","243","248"
"RdYlBu","8","div","6","J","171","217","233"
"RdYlBu","8","div","7","L","116","173","209"
"RdYlBu","8","div","8","N","69","117","180"
"RdYlBu","9","div","1","B","215","48","39"
"RdYlBu","9","div","2","D","244","109","67"
"RdYlBu","9","div","3","F","253","174","97"
"RdYlBu","9","div","4","G","254","224","144"
"RdYlBu","9","div","5","H","255","255","191"
"RdYlBu","9","div","6","I","224","243","248"
"RdYlBu","9","div","7","J","171","217","233"
"RdYlBu","9","div","8","L","116","173","209"
"RdYlBu","9","div","9","N","69","117","180"
"RdYlBu","10","div","1","A","165","0","38"
"RdYlBu","10","div","2","B","215","48","39"
"RdYlBu","10","div","3","D","244","109","67"
"RdYlBu","10","div","4","F","253","174","97"
"RdYlBu","10","div","5","G","254","224","144"
"RdYlBu","10","div","6","I","224","243","248"
"RdYlBu","10","div","7","J","171","217","233"
"RdYlBu","10","div","8","L","116","173","209"
"RdYlBu","10","div","9","N","69","117","180"
"RdYlBu","10","div","10","O","49","54","149"
"RdYlBu","11","div","1","A","165","0","38"
"RdYlBu","11","div","2","B","215","48","39"
"RdYlBu","11","div","3","D","244","109","67"
"RdYlBu","11","div","4","F","253","174","97"
"RdYlBu","11","div","5","G","254","224","144"
"RdYlBu","11","div","6","H","255","255","191"
"RdYlBu","11","div","7","I","224","243","248"
"RdYlBu","11","div","8","J","171","217","233"
"RdYlBu","11","div","9","L","116","173","209"
"RdYlBu","11","div","10","N","69","117","180"
"RdYlBu","11","div","11","O","49","54","149"
"RdYlGn","3","div","1","E","252","141","89"
"RdYlGn","3","div","2","H","255","255","191"
"RdYlGn","3","div","3","K","145","207","96"
"RdYlGn","4","div","1","C","215","25","28"
"RdYlGn","4","div","2","F","253","174","97"
"RdYlGn","4","div","3","J","166","217","106"
"RdYlGn","4","div","4","M","26","150","65"
"RdYlGn","5","div","1","C","215","25","28"
"RdYlGn","5","div","2","F","253","174","97"
"RdYlGn","5","div","3","H","255","255","191"
"RdYlGn","5","div","4","J","166","217","106"
"RdYlGn","5","div","5","M","26","150","65"
"RdYlGn","6","div","1","B","215","48","39"
"RdYlGn","6","div","2","E","252","141","89"
"RdYlGn","6","div","3","G","254","224","139"
"RdYlGn","6","div","4","I","217","239","139"
"RdYlGn","6","div","5","K","145","207","96"
"RdYlGn","6","div","6","N","26","152","80"
"RdYlGn","7","div","1","B","215","48","39"
"RdYlGn","7","div","2","E","252","141","89"
"RdYlGn","7","div","3","G","254","224","139"
"RdYlGn","7","div","4","H","255","255","191"
"RdYlGn","7","div","5","I","217","239","139"
"RdYlGn","7","div","6","K","145","207","96"
"RdYlGn","7","div","7","N","26","152","80"
"RdYlGn","8","div","1","B","215","48","39"
"RdYlGn","8","div","2","D","244","109","67"
"RdYlGn","8","div","3","F","253","174","97"
"RdYlGn","8","div","4","G","254","224","139"
"RdYlGn","8","div","5","I","217","239","139"
"RdYlGn","8","div","6","J","166","217","106"
"RdYlGn","8","div","7","L","102","189","99"
"RdYlGn","8","div","8","N","26","152","80"
"RdYlGn","9","div","1","B","215","48","39"
"RdYlGn","9","div","2","D","244","109","67"
"RdYlGn","9","div","3","F","253","174","97"
"RdYlGn","9","div","4","G","254","224","139"
"RdYlGn","9","div","5","H","255","255","191"
"RdYlGn","9","div","6","I","217","239","139"
"RdYlGn","9","div","7","J","166","217","106"
"RdYlGn","9","div","8","L","102","189","99"
"RdYlGn","9","div","9","N","26","152","80"
"RdYlGn","10","div","1","A","165","0","38"
"RdYlGn","10","div","2","B","215","48","39"
"RdYlGn","10","div","3","D","244","109","67"
"RdYlGn","10","div","4","F","253","174","97"
"RdYlGn","10","div","5","G","254","224","139"
"RdYlGn","10","div","6","I","217","239","139"
"RdYlGn","10","div","7","J","166","217","106"
"RdYlGn","10","div","8","L","102","189","99"
"RdYlGn","10","div","9","N","26","152","80"
"RdYlGn","10","div","10","O","0","104","55"
"RdYlGn","11","div","1","A","165","0","38"
"RdYlGn","11","div","2","B","215","48","39"
"RdYlGn","11","div","3","D","244","109","67"
"RdYlGn","11","div","4","F","253","174","97"
"RdYlGn","11","div","5","G","254","224","139"
"RdYlGn","11","div","6","H","255","255","191"
"RdYlGn","11","div","7","I","217","239","139"
"RdYlGn","11","div","8","J","166","217","106"
"RdYlGn","11","div","9","L","102","189","99"
"RdYlGn","11","div","10","N","26","152","80"
"RdYlGn","11","div","11","O","0","104","55"
"Reds","3","seq","1","C","254","224","210"
"Reds","3","seq","2","F","252","146","114"
"Reds","3","seq","3","I","222","45","38"
"Reds","4","seq","1","B","254","229","217"
"Reds","4","seq","2","E","252","174","145"
"Reds","4","seq","3","G","251","106","74"
"Reds","4","seq","4","J","203","24","29"
